@relation 1

@attribute C5 { C5,C11,C10,C1,C13,C12,C15,C14,C2,C7,C8,C4,C6,C9,C3 }
@attribute F2 real
@attribute F3 real
@attribute F4 real
@attribute F5 real
@attribute F6 real
@attribute F7 real
@attribute F8 real
@attribute F9 real
@attribute F10 real
@attribute F11 real
@attribute F12 real
@attribute F13 real
@attribute F14 real
@attribute F15 real
@attribute F16 real
@attribute F17 real
@attribute F18 real
@attribute F19 real
@attribute F20 real
@attribute F21 real
@attribute F22 real
@attribute F23 real
@attribute F24 real
@attribute F25 real
@attribute F26 real
@attribute F27 real
@attribute F28 real
@attribute F29 real
@attribute F30 real
@attribute F31 real
@attribute F32 real
@attribute F33 real
@attribute F34 real
@attribute F35 real
@attribute F36 real
@attribute F37 real
@attribute F38 real
@attribute F39 real
@attribute F40 real
@attribute F41 real
@attribute F42 real
@attribute F43 real
@attribute F44 real
@attribute F45 real
@attribute F46 real
@attribute F47 real
@attribute F48 real
@attribute F49 real
@attribute F50 real
@attribute F51 real
@attribute F52 real
@attribute F53 real
@attribute F54 real
@attribute F55 real
@attribute F56 real
@attribute F57 real
@attribute F58 real
@attribute F59 real
@attribute F60 real
@attribute F61 real
@attribute F62 real
@attribute F63 real
@attribute F64 real
@attribute F65 real
@attribute F66 real
@attribute F67 real
@attribute F68 real
@attribute F69 real
@attribute F70 real
@attribute F71 real
@attribute F72 real
@attribute F73 real
@attribute F74 real
@attribute F75 real
@attribute F76 real
@attribute F77 real
@attribute F78 real
@attribute F79 real
@attribute F80 real
@attribute F81 real
@attribute F82 real
@attribute F83 real
@attribute F84 real
@attribute F85 real
@attribute F86 real
@attribute F87 real
@attribute F88 real
@attribute F89 real
@attribute F90 real
@attribute F91 real
@attribute F92 real
@attribute F93 real
@attribute F94 real
@attribute F95 real
@attribute F96 real
@attribute F97 real
@attribute F98 real
@attribute F99 real
@attribute F100 real
@attribute F101 real
@attribute F102 real
@attribute F103 real


@data
C5,2.41709049466092,0.345631707378897,-0.455882168199003,-0.0958839182157643,-2.18641861485959,0.500041556661441,15.4735378891322,3.25767316982856,-2.1649001121273,-7.41785040197295,-0.388431043488306,-2.43541206506886,-18.5071966556914,-44.3395806705168,10.3829865180669,2.74656413545966,-7.9418409226219,0.722706055467206,6.71981224354142,-0.559979794286511,-5.42916556382852,-4.31521321543385,1.53558433518035,1.64613805093897,1.12111916488535,-4.39960474082101,4.92777931973678,-3.49662185119717,10.2984143329737,-43.5398954435573,-3.92214862377654,-4.99818883342389,34.0675426452234,-3.1127349758543,2.425421833122,-1.46801468533975,20.1302415038528,-0.508014964193091,-9.39238424354737,-7.48960003420529,4.52259643601299,-3.69018334204866,-1.01731969967781,2.20323170450077,1.55436490483776,-0.147410170451862,0.354926733979815,-0.304938628015041,0.443719179572225,0.299413317078283,1.90367967419552,1.05387885590852,-0.568889045831043,-0.0744584035244996,0.307896454588781,1.82342823663531,0.191245216653613,0.443314817990911,-1.85215840894568,-1.67434147313203,-0.551772816751313,-1.03439678308896,1.11128392672618,-0.818152896516816,1.1255991643892,1.41103213101103,1.22732490044709,-0.762493929624166,-1.12691801573531,-2.54822128638219,0.466709611416542,-0.278078857557298,-1.17321296089243,-0.188257480086799,-1.2930192904991,-0.658203875885267,2.02202101662441,0.0828557741614974,-3.36653920713262,-1.75637255880249,1.08779842307607,-0.770415673389764,-0.0816311312435109,-1.87205128372558,-3.94607598482901,2.206763742758,-5.42673971603119,-4.19658559501967,-0.00534175675202293,0.31999024503861,-0.147363938700971,0.186887804158577,-0.0365892029178167,-0.832210234108306,-0.088663524076079,-0.00158115524561374,-0.00275725654445856,0.247459811632737,-0.0497148937325416,0.0581913639690837,0.0581913639690837,0.0581913639690837
C11,5.81649279103194,2.57188600362159,0.177742040299021,0.467569909628899,0.0479058500035138,-0.0817053745339961,2.62360413135,-5.31802617057687,-0.26473228769454,1.78256065677786,-0.732532929184676,-0.142934523536267,-0.663087949158613,0.11779840444792,0.046890334665801,1.55975891158972,0.946735615712903,0.687670701412805,1.13466538630281,2.87952781614162,-10.6338437489482,-7.90399029186253,3.4332120787863,3.28215586230347,2.34845802985165,-0.467694375705808,-5.52224673645797,-1.16015227966415,16.9587176081392,-41.0794287122711,36.9806318308137,5.58898675412092,-46.2284112713074,1.02516083388094,-1.27528667028358,0.339237232422846,-4.94996058544688,0.208677405886889,-2.00978524379952,1.97315258591955,-0.930020903870661,-0.190051403796033,0.996675857482322,-0.228825052398176,-0.127192707849036,-0.240326712320694,-0.0770480578671828,-0.264631581888951,-0.137820633519352,-0.359380724188662,1.63751047185954,1.03831184946031,-0.741954511450678,-0.0333716306682675,-0.314446687344956,-0.794251752876232,-0.198975045504187,-0.0562605948935446,-0.23811128027368,-0.647787699748423,0.246557723378775,0.852271209288214,0.659238612103542,-0.873137043743235,-0.63509231405314,-0.462870049981036,-1.41306636947388,-0.17247615611301,-0.41193842271666,0.0992754865811146,0.638181260851366,-0.212842818782061,0.163200432785889,0.0366189681533557,0.0508763063076714,-0.0790722256548715,0.0576141487440122,-0.0874751228617941,0.0651538856588442,0.200497692271867,-0.209489149686241,-0.426101260922729,-0.0763351047178563,0.103530789082789,-0.142030371540223,0.129919575870371,-0.296467075002338,-0.172462625053432,0.0575508956727008,0.0530457077734665,-0.0469590516417949,0.00765996736579266,-0.0315846104915042,-0.209472014231479,0.0820077339740386,-0.031616116599511,-0.0175649432644765,0.0446304489851211,-0.0193330152515763,0.019394180220369,0.019394180220369,0.019394180220369
C10,0.128931280872262,0.0659422295630581,0.00633599675188172,-0.00522944526675695,0.0527504417260313,-0.000600125274997069,-0.0234190561740394,-0.0111011500943638,-0.0226581442879834,-0.00129916682574207,-0.0052831037556696,-0.00958261110351001,-0.0108610185719723,-0.0125428300367745,-0.0525455397855565,0.0723661436277156,-0.0222766698956694,-0.24057113896901,-0.0152187267486589,0.00034352279901441,-0.7562190857015,5.09709348393603,9.40010227433702,1.37721293668857,0.0405794710631792,-0.223258180679453,0.0293445019714198,0.1553816579651,-0.0173237640683243,0.0135039726309358,-0.150736549709843,-0.274141563497965,-0.125288647874412,-4.5938291743784,1.27901530935459,4.62322536653178,-0.328900253323923,0.0287118770806586,-0.0212588398397868,-0.0400986343420823,-0.0363717087727992,0.0528748664225415,-0.0449207788045741,-0.143503904740868,-0.216202471993795,-0.278963484426178,0.160538313570982,0.00130147671907727,0.00604997076482344,0.023533371673378,0.127602139495574,0.0113971546452937,0.299390305460163,-0.0129006632574126,0.0368932584496164,-0.0271329206493886,-0.0970181114862472,0.0206849072970827,0.0213317763353367,0.130452325117095,0.437678133906933,-0.527988562300611,-0.288749348263825,0.244424999132508,-0.0383309765582283,0.477747257563021,-0.350144363398063,-0.109418863015389,0.0573854680728663,-0.0752216530391433,-5.21429574003956E-05,0.0411449887101576,0.0305817396274648,0.111704675916079,0.192445430691853,0.125596893069313,-0.0434883920877636,-2.77980508047872,0.148735117037831,-0.49266342423144,-0.214714130580539,-0.662593807876118,2.58167457099944,-0.0187247139718711,0.17596307125396,-0.0488340536015583,0.32170074645737,0.193805808361661,-0.122828975995577,5.53010534867071,-2.26213211702229,10.8224914154473,-0.348651391256346,0.154834968088883,-0.291932019647558,-0.182018222502504,-0.0227427134380932,-0.319330931872985,-0.314634189900145,-5.26034968252575,-5.26034968252575,-5.26034968252575
C1,0.485773282414748,0.0704664242081614,0.0592973769116107,0.0823234110962497,-0.52538315827372,-0.0638097453682728,1.53478693066534,0.478407531294043,-0.364636773266639,0.0889454320108185,-4.16148038496534,-0.73956087244893,0.187317321863491,-0.652906988548409,-0.0692353923579046,0.00536909896077665,2.21943345230822,-5.5560205327598,1.03806590547365,1.12216619694822,-0.39737533014486,-0.0222881781877529,-0.170769512453199,-0.238264709173588,0.658581775343028,0.139334408297048,-0.351955424107619,0.790595345918587,0.33664291965103,-0.467163803028033,1.07675401210533,0.662882815954576,-2.06698518566195,0.386563621686837,-0.354754261702734,0.438274357391954,0.156727124371745,0.182050884967123,-0.000408630053435442,0.358671793486425,-0.60502901115384,0.227504102390131,-0.0467055940450261,0.200151213342202,-0.536389022534423,0.126457007990145,0.0583223473792936,0.499429288796194,0.774305150820866,0.697934589001576,-1.27051710009716,-2.41143569714589,-0.916780318281254,-2.25876244341321,-10.1772769494229,14.2981070089397,3.37093856866646,0.810253952385651,2.95341188036447,9.4033501701746,-3.18152846727695,4.90812712623626,2.43451527000147,5.12038630443487,16.9212833881117,12.3717188996711,-3.18476615801867,2.95148732866145,2.52198777904627,-5.38413044125023,-16.0247768000856,11.4620612309681,-5.59305048450784,1.73953305636705,1.27364711192041,-0.833120340478633,0.114048661163873,0.444933566164786,0.516947109781736,1.55122442142256,-1.01940351353088,-1.45677260860699,-0.717340457028352,0.537709885594517,-0.000809340140323934,-0.207489568001275,0.292316523315998,0.0502353346416178,-2.4344623571436,-0.127786184733187,0.016221103509928,-0.00922593715529902,1.39893063982108,-0.401116565945029,0.101424159433491,-0.0556472500682083,0.0679258054654152,0.00376428782792997,-0.0763928613127043,-0.0564903592771923,-0.0564903592771923,-0.0564903592771923
C1,0.136326276129018,-0.35046071131732,0.543023291928996,-0.0361311647059279,-0.0711987419746906,-0.203021184801003,0.0269423017631424,-0.0373071616007653,-0.696429539569635,0.133934106325288,-8.03442639836146,-2.62548677781384,-7.73260508122229,3.10550999161847,0.498871819982554,0.546736379931711,-0.0589396290995391,0.73936942728525,-0.296837362754981,-0.256938748915094,0.231909503394883,0.183019048027807,-0.0858199043190896,-0.287126934200104,0.406395352643672,-0.0469953800072114,-0.10150779727788,-0.309641053882835,-0.952322334445061,0.204653159909662,0.156895808269785,0.0274230150310136,-0.232735293192237,-1.12077665572129,-4.2653142845733,0.466363928459686,0.434374541141751,0.762552880484417,0.264691928194137,1.47121713930647,1.05787220140572,-0.0640129927344882,0.276229180755295,0.345980682908049,-0.401367959447642,-0.715600789044492,-1.53925600278351,0.581807546604423,0.52202217869867,4.75485273063647,-2.98091618847233,-2.96189328058657,0.0375390623474966,-2.83372425434488,-15.5676576888914,23.6700166463777,3.05614827289677,-1.01028635803097,-2.09416205086333,-4.92707064894017,-5.37030367981303,-3.22921444322128,-3.88239918065903,2.01112942022729,-17.9629491487286,-11.0774019365553,-3.20210457572833,-5.08693151726397,-1.74123506930044,-4.6518179130785,0.888567783185548,3.27989306311455,2.65487307300973,8.32450514618322,1.4215046709379,-3.47914253370901,0.518948572410808,-0.263836911502747,-0.05374785605999,0.410253033774115,0.43615858085145,-0.332492103389945,0.307243734802963,-0.700892908732477,0.921624503406896,-0.0538075459444313,-0.272668769638429,0.416830244630327,0.361608318978023,0.125775904042403,0.0479663770136835,0.0651139526662289,0.658286644421671,0.00282039825167477,0.154564772657989,0.508330737124921,0.263892699558191,-0.189009002199578,0.149858966741416,-0.0852819790399723,-0.0852819790399723,-0.0852819790399723
C1,4.97031720166073,0.764510066001188,-0.574036002249989,0.312672355239068,-5.42178351774264,-1.4483072331798,4.41196414966008,-0.424427114180106,-5.57095962676542,7.80711807724985,-116.437824628941,-0.921213113556271,73.18410261051,-31.9121097901351,0.11091593092365,-5.97585548627441,-0.985827982590325,18.5903214454451,-4.59932170734197,-3.08015321686548,0.0515764167386286,-0.629886147177019,1.04116701008679,-1.07024474258067,-0.40369557652506,1.60954186922075,1.20988172105896,-0.358528919438892,-0.0313200849477404,0.764451452726479,1.3024518116628,-0.64622398745361,0.355168841514489,-0.474722503974182,0.207377082249499,-0.625433023487383,-0.200299032944553,-1.66705114336118,-0.0216653028211798,-0.112563832119029,-0.906093394604557,-0.392780957639003,0.339351269760566,-0.180612146975479,-0.0370761480680133,0.0487796524980713,0.110662196452154,1.29818355773525,-0.0391861441521012,0.016671613370793,-0.140133511010951,0.124830091966497,0.185768371421828,0.474165460361286,0.459006064861166,-0.755919495662445,-0.250837993709934,-0.0967856058104413,-0.00898369026513032,-0.123057968590553,-0.296207179662323,-0.269974973428985,0.0101749979390581,-0.0374308843134102,-0.320155309790713,-0.0108116513019943,-0.0278058686678895,-0.00929672981695308,-0.101300745518702,0.0169814871727223,-0.022256800835372,0.168872270592133,0.0352766534133234,0.0116339656574366,-0.0490210136501589,-0.0902035956068231,0.00943779866613342,0.0249944230535718,-0.0475069254688302,-0.00665653476598466,-0.0135944595394243,0.0154046251336023,-0.0217132195191302,-0.0109575417976176,0.00341656389308106,0.0353859745296265,-0.0240945451125383,-0.0077767340079533,0.0228154588643932,-0.0106659469216445,-0.00413350126330728,-0.0046785252914088,-0.113928475446495,0.0119406946447977,-0.00864922326399583,-0.00486273052206427,0.0306755211491212,-0.00733712768362827,-0.0050756188146387,-0.00929936271756505,-0.00929936271756505,-0.00929936271756505
C1,2.12903222885387,0.944342244093795,0.172786812705797,-0.117649542100592,0.605651875288466,-0.14330935666709,0.170955607447144,-0.546608804366839,-0.0572543035324769,-0.507446769103036,-6.07252955166146,-1.28121734854945,-0.00206462070479085,0.179010614159143,-0.0274002522700806,-0.166306391382128,0.211468873979909,-7.23786963040658,1.33420790874288,0.157385151798091,0.244408162189125,0.280356933529298,-0.526286372981539,-0.187458825953737,0.771166738721554,0.0776881569791765,-0.279171330652101,0.0763868343764725,-0.130288338601312,0.1977043319394,-0.0499788252263932,-1.15721807279528,-0.0795860343435,-0.240532020045353,-0.0328748351128496,0.13508748848159,-0.107659151101845,0.182516253970048,-0.151461327346183,-0.433042927594035,-0.855906970852106,0.205140228371995,0.0442802226633077,0.00680613150113512,-0.0416922158034079,-0.188598630735358,-0.14870098523308,0.607315429463745,0.112873619309805,0.783232377671306,-0.545154314567343,-2.16367583533813,-1.87719567107961,-7.74772962230212,-9.85848719933135,16.9379289278453,1.67450081729634,2.01407174203107,1.67631543720765,8.31808638151697,11.6420193178586,3.07565103605976,3.36936734903076,-1.94977005956896,11.7029401114515,1.18977625690979,-1.60592394015237,2.73331720440295,-1.65475535708455,9.37149852882763,15.5347113256486,-14.4169663196049,4.5030509842841,-4.20315748851936,-1.90144003987323,1.89815924433793,-0.0934557188840467,0.125333431257818,-0.398659528258041,-0.635779419732369,0.285594173169955,0.340399464476009,-0.0456447222676656,0.00370269929548002,0.136529551832074,-0.052321303872096,-0.11081634714551,-0.139824800826739,0.343593555736332,-0.120914888642683,0.103735800427966,-0.0634492052507908,-3.40229895712875,0.150848781153025,-0.013179544209947,-0.0749216077926498,-0.0203326461844324,0.0456911105581672,-0.0379660775952011,-0.0395399161138142,-0.0395399161138142,-0.0395399161138142
C1,0.126256224906961,-0.0017415415036426,0.245470525187519,0.00589596761543051,0.0291340173022622,-0.00292167267368717,-0.00493817144382577,0.000144599038867491,-0.00705247654315617,0.0683731688879316,-2.09090875296485,-0.402605604667816,0.132756003527476,-0.045519642958883,-0.0122824235816054,-0.0694327292647282,-0.0317695801772648,-3.09287820742566,0.346560561675681,0.149807474830154,-0.0276454379970965,0.0354908019768243,-0.169460949098467,-0.0186325969949919,0.321447123037836,-0.00115460602144298,-0.104361541883445,0.0520640645050839,-0.00526237681296893,0.0180319878447594,-0.0233268800124421,-0.0232380682408161,0.0321790903760218,-0.0812161937953766,0.00352850346579715,0.0357874803555136,-0.0465868818296024,0.0690688437096119,-0.0669486898987334,-0.172501771544302,-0.412013175453812,-0.0998080723538238,0.102951468470402,-0.020276169456168,0.0349239880058624,-0.000754444902011138,0.0628154032688443,0.0751122251991003,-0.0285209317915477,-0.165932757254988,0.0194059562711979,-0.402432854679321,-0.437837051460939,-1.90818801587767,-0.354385180874918,0.835870183347379,-0.233696860885481,0.217079481416757,0.211719962065856,0.709128394656997,2.99388083188559,0.214956346332815,0.704908356912408,-1.01162694059164,0.927485426018487,-0.648508856638915,0.776785246921612,0.284799915732156,-0.254835461718778,1.50219672252788,2.49059314862425,-2.2244523791175,0.38565341569409,-1.15949520997971,-0.0751991675968207,0.459972194587486,-0.0445802577448511,-0.134533490276516,-0.0309365808452959,-0.385635842988892,0.132462636896507,0.273090758750074,0.262328564319548,-0.246886912709887,-0.351421227956601,0.168972893794642,0.177285059418135,-0.0470889860824964,1.47380952648448,0.411844827077244,-0.193962052434975,0.387338055228141,24.8359881805877,-0.186174846380173,-0.148910226717587,-0.372202965485071,1.58670063172943,-0.0359720630316817,-0.0326639659432588,-0.180860011767269,-0.180860011767269,-0.180860011767269
C5,1.89013840904121,0.222491371060863,-0.388319606606434,-0.108533325352803,-1.59953372575771,0.398502638695703,12.961564024685,3.40967747900708,-0.750134454970475,-4.05950026369289,-0.395429644446575,-1.12045286071802,-9.55026465496048,-22.4281931188874,7.28620079225674,2.46158874120628,-5.40058380389065,0.560261883846087,3.42006167042106,-0.474301158346217,-2.60794020181287,-1.81825783180066,0.661217476364479,0.53383288210193,0.628866001614011,-1.20195425145529,0.500983564607647,-0.897824422316392,4.2341016367633,-18.8108177313562,-2.95810554623817,-0.759820256190373,13.0387048849803,-2.93960543510606,1.26675438979839,-2.84165573144365,2.00489986827648,-0.301476262609784,-1.16967907863491,0.77482028987061,-0.331807880670297,0.326960711205333,-0.635199813250041,0.000322337440891394,-0.485984453172151,-0.081494845090158,0.229155147575025,0.0915558936687437,0.476709283538482,0.101467204565401,-2.29463155267062,-1.54744484446821,0.627411980148761,-0.111460913786807,-1.32061608221004,-1.34071346671056,-0.0707993881284462,-0.391555135105429,0.317935848106667,-0.766756330522893,-0.127765137310374,0.281475527481748,-0.304333348633461,-0.332804904033652,-0.3911470846996,1.1127653879053,1.62234388065097,1.02261361195818,0.891651659902709,0.160096580864756,-0.268676798839703,-1.75990740346598,2.22880096952876,1.53327395751537,2.92719185229976,2.89049828328144,-3.0893811122022,-0.181071961663418,6.23312863354828,4.64639934596007,-3.35738769706688,0.819488606106718,0.0694326228670346,5.03805032830234,10.4006960198046,-6.15413676278613,15.1335529466382,11.5466208950464,0.0276640900611786,-0.897064396272439,0.414609844783796,-0.483491475474312,0.146655333718215,2.77966105896614,-0.0306796749237353,0.105560115770444,0.0240018589049158,-0.584904673538065,0.0994915889012928,-0.127627467020616,-0.127627467020616,-0.127627467020616
C1,1.87261345103531,-1.63269383199135,-0.50628308824492,-0.0603128561548985,0.415812598295729,0.0130337114092475,0.416956932241416,-0.744402469677489,0.0735025120577437,-0.998800360669362,-2.30143229780156,0.168078972258136,0.221910116695294,0.41911719852599,-0.263153065272234,-0.173816020164442,-0.468899501076579,-3.35831831897346,1.01787376002165,0.287424947171986,0.694089916267821,0.908996884212517,-0.98373184104377,1.85049790322451,0.708047183408295,-0.0813188686980087,-0.193968991740537,0.621582970107064,-0.158413039004075,-0.171338701038951,-0.380734347007017,0.833431635527096,0.230049948027086,-0.897058485603474,-2.90335675193132,0.224731423028247,-0.00182407895119246,5.99728360899832,-1.76932342664885,-6.12669031094563,-14.7740549652035,-4.17964389365118,2.82400998802171,-0.121058231408818,1.36390525401596,0.787116099364284,1.66879077425833,-0.493366522803666,-0.624897197789471,-4.09486152705635,2.2312389732644,-6.65297891610009,-2.6101155887786,-24.9336579336172,1.81155122754165,-1.68524040821845,-3.80493598023872,0.579715667116551,1.1532193061389,-0.844293666988765,19.1700993871817,0.816479729878063,3.9818224021903,-7.29075488958319,-3.94122364574492,-7.3529205018276,9.91186430475282,-0.987686971293805,0.603913499301395,-3.40258927515649,-6.88878201446239,6.04881235356047,-5.14622584321348,-0.282077381500246,3.0343647843538,-1.13765022846914,0.108150146787767,-0.305533419813995,0.66681576569192,0.0793933565058595,-0.0379307385351602,-0.131258977809387,0.0881272312878512,-0.613271071723224,-0.683230457213674,-0.0415726041819943,0.26070972428987,0.449073912758469,-0.188748549740721,-0.0825309707085832,-0.0194108343461965,-0.0603932957541527,-1.14336967014086,-0.259567513625491,0.22921424024796,0.68901710792607,-1.95950820992658,-0.0358137557932954,0.0152823023032859,-0.0306793307377995,-0.0306793307377995,-0.0306793307377995
