C8, Document118, 4, 5.960230365872779, -12.347242290420285
C4, Document78, 12, 7.58344585678452E-4, 1.2228333880733764E-5
C9, Document119, 0, 0.11634295453899288, 0.058368321064872844
C4, Document79, 12, 0.12174449610411446, 0.060455695184403906
C4, Document76, 12, 0.575093813486773, -1.0443101588198271
C8, Document113, 4, 1.7476262149214288, -4.259983039966226
C4, Document77, 12, 0.11987481738021208, -0.10802463015244343
C8, Document114, 4, 1.168508625547017, -2.1789756459557226
C3, Document74, 9, 1.0890278480248037, 0.007116236742347771
C8, Document115, 4, 64.54064899887886, -118.10461693230167
C4, Document75, 12, 0.20136098955231443, 0.10122948693543243
C8, Document116, 4, 428.53797836294723, -823.0107804339211
C3, Document72, 8, 6.959803809775741, -2.48568475493257
C3, Document73, 9, 2.540434247227974, -2.0467024479867297
C8, Document110, 4, 1.7454334138823295, -3.7350244318456562
C2, Document70, 11, 0.8988811321119711, -0.9148071030647907
C8, Document111, 4, 15.250423926326757, -32.5024259412432
C3, Document71, 0, 3.398333720372429, -2.4141370482745366
C8, Document112, 0, 3.618742209480949, -4.448967415232917
C10, Document25, 5, 0.10894956790444603, 0.01470561515239646
C10, Document26, 5, 0.15436188295578493, -0.1045632770306581
C10, Document23, 14, 0.0010247099099329683, -5.995141784774458E-4
C10, Document24, 5, 0.014839815055205841, -0.03537773978060068
C10, Document21, 14, 0.16383511208847196, 0.021802534982123818
C10, Document22, 14, 9.75970979134887E-4, -5.801914352177035E-4
C10, Document20, 14, 0.0014952222442320767, -9.771784089545534E-4
C9, Document120, 0, 0.0026002570493504256, 7.304464564949364E-4
